,raw_text,label
6538,"I'm awake! Will go to school in 10 min, I just need breakfast ",positive
6539,@MariahCarey Always be my Baby is my all time favorite Mariah tune  Your amazing and I luv u 4 all the great music you've shared w/ us,positive
6540,@ivooka12 I THINK I need to see you ,positive
6541,@thegirlsilver It's probably only bilateral tendonitis ,positive
6542,@Lot_of_Follower vote for me please!  http://bit.ly/Fu3By  and tell all ur twitter friends! thanks ,positive
6543,"thinking of school.  and blogging too,  i loveee robert pattinson.",positive
6544,Shower Time ,positive
6545,@dancemasstv thank you! ,positive
6546,#Twitter is interesting 24hrs a day. #Facebook is interesing 2hrs a day.,positive
6547,Might go party 2night.. if I do I'll post the photos cause not sure what I'll wear but I'm sure it'll b poppin ,positive
6548,Any iPhone app developers out there who have had their apps rejected? I wanna chat to you about it  aagius@gmail.com,positive
6549,"http://twitpic.com/66r76 - if I had this, I swear I'll use it everyday ",positive
6550,@taraschwarze Not sure my tweets will be up to usual standard for some days while I wake up ,positive
6551,"thankyou precious people for the birthday messages. thankyou @urbanangelm and @raouldejongh for a yummy brekkie, with chocolate ",positive
6552,"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel",positive
6553,I BEEN ON THIS DANG COMPUTER SINCE I CAME HOME FROM WORK AND THAT WAS AT 3 O'CLOCK....ITS SO TIME TO GO TO BED.....LOL ,positive
6554,FRICK! Did a hard reset on my fone but 4got 2 save my contacts! @empressmile @melejane @soisoss pleez tex me ya #s thx  feelin hella #less,positive
6555,@lilaBholder  Really? I might just have to buy it then! Thanks ,positive
6556,@yaboiksar I outta make you go in with me. You would look like my little sister and I'd not look so funny. ,positive
6557,"the new one its coming June 16 &quot;Lines Vines &amp; Trying Times&quot;  you can go to this web page: www.myspace.com/jonasbrothers ,",positive
6558,@alyluvsjb ok i will.  lu2,positive
6559,"Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/vpQOyXWa",positive
6560,"@dailydrug he sucks! i know it, you know it, he knows it, we all know it  it was his practice thing?? :'D",positive
6561,Håper #microsoft lager ny releasepartyguide for #mango. #greatsuccess,positive
6562,"Back from Soccer Jamboree, only 83 Degrees out today, that's much better than the 90 degrees it was earlier in the week. ",positive
6563,Hey parents!Did you know about the free tools from #Microsoft that help keep your kids safe online?Live Family Safety http://t.co/5pk1et6r,positive
6564,@SweetandDark okay!  i'll try it! thankyou!,positive
6565,So the coffee bar is easy.  and it's slow so i'm bored again.. Lol,positive
6566,is listening to music ,positive
6567,@karinarenee your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/16092/ ,positive
6568,@NoLuckNeeded thanks! ,positive
6569,2 meaty curries done dahl well on the way - veggie stuff next - my whole body will reek of garlic &amp; Ginger for a week now ,positive
6570,@tommcfly were you given packed lunches? now thats cute ,positive
6571,@TheRealJordin Lord. Please gave Jordin the power to sing. Please give her voice back. Much Love  Just believe in yourself ,positive
6572,@ThisisDavina Every girl needs a Matthew!  x,positive
6573,"@rjakesdub they do, the one in my arm is a wolf, after Hesse's &quot;Steppenwolf&quot; and the one in my back is a phoenix, after rebirth ",positive
6574,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,positive
6575,Re-pinging @bridog0: http://twitpic.com/6ik8w - My grades  congrats!!î? ,positive
6576,@Joycelyn hey thanks for the retweet ,positive
6577,@teamhgsd Hi... I'm in that picture. I recognise myself. ,positive
6578,RT@jeffbullas Twitters impressive numbers  http://t.co/VJRSsfYn #Twitter #SMM #SocialMedia,positive
6579,"""#Microsoft details Search improvements in Windows 8 Start Screen"" http://t.co/Agv49znJ",positive
6580,On the train....one stop from home feeling my 2 martinis ready to get n the bed n get n some trouble ,positive
6581,Waiting for Game 2 To Start! GO LAKERS ,positive
6582,x-ray then back off to the bbq!!! yay ,positive
6583,@Dannymcfly : Danny. PLEASE PLEASE PLEASE say 'Ich liebe Deutschland'. pleeeeease.  xx,positive
6584,@forever12  violence pays is this case...,positive
6585,@skiNZ_Official woohooooooooooo!! is stalking ya! ,positive
6586,"Wow, very fast camera on Galaxy Nexus - faster than N9 i think :o #google",positive
6587,@VisionaryTress waking up to the sight of you next to me brings a smile to my face  &lt;3,positive
6588,Finally getting around to watching the season premiere of True Blood. Not having HBO sucks. Thank God for the internet.  #TrueBlood,positive
6589,@abbiirocks - Secret Twitter will eat your soul! I kicked that habit. ,positive
6590,@pbadstibner I have good balance..used to do martial arts ,positive
6591,"Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills",positive
6592,soooooo i finally joined twitter... what do you know. and terminator was freaking awesome!!!!! christian totally made that movie ,positive
6593,@lillaaayelove i LOVE research papers  &lt;/sarcasm&gt;,positive
6594,"@davehodg Ah mate, enjoy  We'll be thinking of you from the stuffy halls!",positive
6595,@samiha Check your DM's and there you go ,positive
6596,@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook,positive
6597,Just downloaded IOS 5. It's better than I expected! #thankyou @apple,positive
6598,@BabySnooks Hello. No. It's just a hat to keep the sun off my face and my hair out of my lipstick. ,positive
6599,Hey @twisource happy birthday!   (Imprint LIVE! live &gt; http://ustre.am/14PY),positive
6600,@realalystoner i think you really should report to twitter ,positive
6601,Movie day ,positive
6602,@xXxnicci95xXx because teenagers find then scary (until they discovery true horror films) and just watch it its not scary ,positive
6603,@mskathy i had some cake for breakfast lol it was pretty good ,positive
6604,@ FishCreekPark late night BBQ and smores! YUM! ,positive
6605,@RupertRead4MEP How about RupertRead4PM ? ,positive
6606,hanging out with family ,positive
6607,i'm only updating this so that brett's phone beeps  but really.. looking at wedding stuff. again.for the next five months.,positive
6608,"@yoadrian29 haha,well,u ARE young...but i cant say shit,i was born 11/19/1985 ",positive
6609,"@NikkiPilkington I am actually just looking into wordpress, early stages of building my own, send me the brief and I can take a look. ",positive
6610,"yay, i got paid. I can eat. I spent all my money on clothes and shoes and stuff I really needed  cos I was sad and needed cheering up.",positive
6611,At the bus with my iPhone ;) thxx @apple,positive
6612,I had forgotten just how lovely Loratabs are when in pain. Maybe sleep will be in my cards tonight. ,positive
6613,@WalllessFury Thanks! ,positive
6614,@jane_volturi1 *text* lol...slow down girl...u have a lot of time 2 have fun ,positive
6615,Watching night at the museum 2 with my cousin ,positive
6616,@joeymcintyre tried out for American Idol almost got a yes one judge loved me the other did not lol told me i could sing oh I tried lol ,positive
6617,"Lots of web work this morning, then ultimate in the park this afternoon.. busy busy ",positive
6618,@fictillius nice work. ,positive
6619,"Alright, so im watching twilight for the first time. Woot. Thank you Evalina. ",positive
6620,I suck at golf! =( but at least I can swing ,positive
6621,"@Lexisauce And if it wasnt in your room, just pump up the volume  #ASOT400",positive
6622,Last exam on thursday  WOOOOO,positive
6623,Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel,positive
6624,@joesephjonas ugh the day the show premiers..is the day my satelite dish stops working!!!!!!! ugh can u sennd me a tape lol ,positive
6625,"@swallowedeasy weelllcome, i love the kstewart one and the woah oh one ",positive
6626,@janelle30 Or &quot;there&quot; - whatever.  It's bloody early! But insomnia = fresh blueberry muffins for breakfast. Mmm!,positive
6627,"@jim_turner **blushing** to establishing my SM brand, teehee...thanks for noticing ",positive
6628,"Cum Play with me @ www.KelliKanyon.com Meet my friends, you will really love them! I will be there all day today Having Nasty Adult Fun ",positive
6629,but surprisingly i just waited 10 minutes and i got my paperwork done  wasnt that bad!,positive
6630,"@IntriguingDs Morning, Rena! Thanks for that great quote ",positive
6631,http://twitpic.com/5djyw - Lunch. I've got 2. ,positive
6632,'It Ain't Over 'Til It's Over'  â« http://blip.fm/~7f4b7,positive
6633,What a lovely piece of cheesecake! All I need now is a bed to sleep off the FAT..... Thanks alot Kathy ,positive
6634,loves @knocom! Yay for giving me THAT ingredient to Level 10 my 2nd dish! Whoooo!  http://plurk.com/p/wh5gy,positive
6635,"@hamsterkitten yes, true.!  Still, need to get more efficient here.",positive
6636,@BuildingWalls I've had change thrown at me in times sq. while riding my bike. I tend to avoid that area these days ,positive
6637,"PMQs on now:  http://bit.ly/12qLD Enjoy, everyone ",positive
6638,@ddlovato ahaha the McDonalds part was hilarious  hope your having funn.,positive
6639,Enjoying the beautiful sunshine while it last ,positive
6640,"listening roxana puente song &quot;hoy me arrepiento&quot; very cool song, she is a good singer ",positive
6641,Eating dinner with mi familia ,positive
6642,[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+,positive
6643,"program vidÃ­m nÃ¡sledovnÄ: lattÃ© z Ä?ezkavÃ¡rny, cigÃ¡rko, onlineovky.cz, podtrhÃ¡vÃ¡nÃ­ v seznamu zÃ­tÅejÅ¡Ã­ch meetingÅ¯, evidence karet -&gt; DOMÅ®!! ",positive
6644,@iamroccett Yeah. We see you struggling LOL! Look after my lovely @HipHopNonStopTV  xx,positive
6645,@mlmblonde @BrendanWenzel snoopy the cartoon dog! I think that my posts hypnotically make twitter tired! HA! lol ,positive
6646,@Concreteangelx7 your boy really does have a great laugh! ,positive
6647,@Vruno But come back for Round 2 of course. ,positive
6648,@alikababa I'm in my thousands ,positive
6649,In that #twitter mood!,positive
6650,@Alrady40 Thank you for the kind words - really appreciated!   ,positive
6651,3 things I need rite now *food **car ***my negra  lol  http://myloc.me/3V2n,positive
6652,"@rcbjornson lol.. well, nothing wrong with that! Enjoy your vin et trashy tv ",positive
6653,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes,positive
6654,Okay..I feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps,positive
6655,@DaveSch High School Musical 3? &quot;... You can do it just know that I believe&quot; *sing* haha. This ish is gonna be fun. ,positive
6656,shopping spree day. Yippee ,positive
6657,"Eating PIJAHAT with @aileentanaga ,boya, jenni and erin ",positive
6658,"@g33ta naks. in my case, i'm endlessly addicted with my new mb pro. ",positive
6659,gettin my sunday on  layin out with the froomate!,positive
6660,wasting time ,positive
6661,Feeling lazy... just cooking rice + egg for dinner and a drizzle of soy sauce to go with it! ,positive
6662,@HoffmanRobert Your such an amazing dancer and actor! Keep it up  x,positive
6663,http://fotolog.com/iheartmarion please?  about marion cotillard â¥,positive
6664,@tony_fagerlund - Yellowbird... I am even more interested in the url... ,positive
6665,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",positive
6666,In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU,neutral
6667,Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http://t.co/3NJAayMp,neutral
6668,RT @BuzzzIt: BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet,neutral
6669,"BIG STORY: African envoys slam Indian govt for not condemning Gr Noida attack enough; say no visible, sufficient measures
",neutral
6670,"Yogi Adityanath arrives at the venue of meeting of MLAs amid talk that he will be named chief minister
",neutral
6671,"#Google Docs presentations get real-time collaboration, transition effects and more #SocialMedia #SMM http://t.co/ekdJXo5h",neutral
6672,"""@ClearlyCassi_: I'll never forget the day we met, or how we kissed the first time."" /// I met you on #twitter and I haven't kiss you yet :p",neutral
6673,@Cyruss1989 @wpcentral I think they're referring to the obvious  partnership between #Microsoft and #Nokia aka #Bing and #Navteq.,neutral
6674,Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd,neutral
6675,"Gee, I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh",neutral
6676,@jacobstanton2 #twitter has kind of turned into our #lives,neutral
6677,"Scientists build case for against bites, contact. 
",neutral
6678,"A 7-judge bench has to be set up to hear the pleas challenging but right now it is not possible: 
",neutral
6679,"Ballmer: 70% Of The Time, #Google & #Bing Are The Same, So Try Bing!: http://t.co/rA5PgOsD",neutral
6680,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5KfqKfgo #microsoft,neutral
6681,Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales,neutral
6682,Let's go see what is trending on #Twitter tonight?,neutral
6683,"As is destroyed, govt sparks traffic chaos with plans for grand gate in 
",neutral
6684,#Android #Google What’s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva,neutral
6685,"After 15 years, BJP captures in record show. 
",neutral
6686,"Yogi Adityanath or Keshav Prasad Maurya, know the names of who can possibly be next UP CM VIDEO: 
",neutral
6687,"Forecast for wet Dol (Sunday) and dry (Monday). 
",neutral
6688,"#Microsoft CEO Steve Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/RI8HUaLD #uncategorized",neutral
6689,"Why will be a smooth affair for today 
",neutral
6690,"Committee constituted by the Ministry has recommended that city taxis should be allowed to run on App Based platforms. 
",neutral
6691,"Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?",neutral
6692,#Microsoft Hints at Windows Phone #Apps from Indian Publishers and Services http://t.co/VYA3ed6h #wp7 #windowsphone #msft,neutral
6693,"you got 18 mentions go click on them , run , run , run :::::::: only 1 new ::::: ha ha ha ha #Twitter was kidding with u #Twit2alsh",neutral
6694,Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft,neutral
6695,"For Matthew Hayden, India versus Australia is Holyfield versus Tyson 
",neutral
6696,"@JenWeedin listen here, @ShaunaWalters8 is new to #twitter and needs practice.  support her here brat!  #goodsamaritanswag",neutral
6697,"RT @TecBuzz: Google steps up its privacy game, launches Good To Know http://t.co/22QbKMpG #google",neutral
6698,Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY,neutral
6699,37 Ways to Use #Twitter for Business	http://t.co/HGhMpoSE,neutral
6700,"Trump national security adviser Flynn resigns in controversy over Russian contacts 
",neutral
6701,"Bengal looks at ways to change classification of to bypass order. 
",neutral
6702,"How Patna boy got to play the tabla. 
",neutral
6703,I wonder If the person who has @apple is holding out for apple to buy it from them,neutral
6704,"All you need to know about Election Commission's 'open challenge' to hack 
",neutral
6705,Ugh idk how to use this thing #twitter #helpme,neutral
6706,"JNU VC clarifies: UGC gazette wont be applied retrospectively. Existing MPhil students will be admitted to PhD under goodbye
",neutral
6707,I'm goin 2 bed #TWITTER dead tonight,neutral
6708,Twitter's Thinking About Paying People to Tweet - Technology - http://t.co/zA9h5o5U #PayMe #Twitter,neutral
6709,"Court asks for report on fracas, but puts question mark on video. 
",neutral
6710,- Ima Addicted To #Twitter.,neutral
6711,"Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T",neutral
6712,"Did police jump the gun in claiming hand in train blast? 
",neutral
6713,#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM,neutral
6714,RT @MyHoopDreams: Im Chillin Man  Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin  Via #Twitter,neutral
6715,Microsoft's Steve Ballmer attacks Android phones http://t.co/bkgep6zm #Android #Microsoft #SteveBallmer #Google,neutral
6716,"Pak PM survives removal scare, but court orders further probe into corruption charge. 
",neutral
6717,"Parrikar resigns as defence minister, to be sworn in as chief minister tomorrow. 
",neutral
6718,"Reliance's promises free voice calls  roaming for 1 year... and with cheap 
",neutral
6719,The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,neutral
6720,@Apple sells record 4M #iPhone4S phones in first 3 days!,neutral
6721,"The iconoclasm of Carnatic exponent and how he is moving beyond the the artificial boundaries. 
",neutral
6722,"Even benchmark for pro-poor leader seems to be 
",neutral
6723,"Few takers in for Mamata's Torsa plan. 
",neutral
6724,Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral
6725,"Fear of law's provisions may force in private to shun critical cases. 
",neutral
6726,"Top officer speaks up against how innocent are victims suffer. 
",neutral
6727,I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri,neutral
6728,"Akhilesh and his 'aunt', publishers lose to photocopiers, Bengal bill scares pervert schools, and more. Also in epaper. 
",neutral
6729,Well we should knw that this isnt the app from #google unlike #Apple.,neutral
6730,"#Microsoft ’s new “great to be a family” #adverts begin to air, including #Office2010 #Windows7 and #WP7.
http://t.co/L5J2UEEQ
@winrumors",neutral
6731,wait.... since when does putting honeycomb and gingerbread together make ice cream sandwich? #google ...,neutral
6732,RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/S19qrDjU #apple #microsoft #siri,neutral
6733,RT @webseoanalytics: The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster,neutral
6734,How #Google Ventures Chooses Which Startups Get Its $200 Million http://t.co/FCWXoUd8 via @mashbusiness @mashable,neutral
6735,"#Android #Google Nexus Site Updated With ICS and Galaxy Nexus, Register to be Notified http://t.co/GHPDQALt #DhilipSiva",neutral
6736,Massive Galaxy Nexus/Ice Cream Sandwich Recap. - http://t.co/I8SW5Udz #galaxynexus #Google #ics #Samsung,neutral
6737,"Foreign tourists with e-visas to get free cards on arrival.
",neutral
6738,"US visa worries, Bengal private schools in a fix, focus on MSME, a wage hike, and more. Also in epaper. 
",neutral
6739,"Well that's my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol",neutral
6740,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft",neutral
6741,it's in the curve baby http://t.co/ORDg1z2F #google #nexus #android #samsung,neutral
6742,"Android beam, share any piece of information.from.one Android device to another by simply touching the devices.  #Android4.0 #Google",neutral
6743,"India has changed, the has to re-invent itself, Ram Madhav tells 
",neutral
6744,17 Things You Didn’t Know About #Twitter: http://t.co/LL61rx2R via @TweetSmarter RT @sharonhayes @ChoiceZnewZ #facts,neutral
6745,"Modi's call to ensure justice for women facing evil customs.  
",neutral
6746,M10135 Microsoft Course. RRP £1640 + VAT. Our Price = £1148 + VAT http://t.co/vOTLSnfX #ittraining #microsoft,neutral
6747,► #Job #IT #Projekt #Management #Microsoft  | Projekt für Freelancer: Programm Manager (m/w) in Berlin » http://t.co/MO4jtpTL,neutral
6748,"Pakistan under pressure from ban, auditors at helm, Madam and more. Also in epaper. 
",neutral
6749,"Go big or go home @Apple users - here are some apps that make your #4s iPhone ""s-s-super"" http://t.co/t74BQyim via @mashable - MS",neutral
6750,I have to change my homepage from @apple.  Steve Jobs looks like an owl,neutral
6751,#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/XzxMHuuu &gt; liked Jaiku,neutral
6752,"Bajaj calls bad idea, Palani in court rules on and more. Also in epaper. 
",neutral
6753,@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy,neutral
6754,"Hello !!! Centuries past till to write on #twitter !!!
Love you !!! :)",neutral
6755,RT @Luisfitq: Ty!RT @nine_oh: SIMPLY DA BEST ON #TWITTER MY TWEEPS @MsCarieFWR @dizzleb19 @LBN_Prod @Federal_and_Co @KimDeanMusic @mscre ...,neutral
6756,"There is no barometer for patriotism, Ram Madhav tells in a wide-ranging interview. 
",neutral
6757,"most likely to be elected as UP CM: Sources 
",neutral
6758,#twitter is like therapy for sum people say wat you feel & get alot off yo chest.. And don't care wat the next person say,neutral
6759,"If you sign up for iClould, will you also get iRain? @apple #icloud.",neutral
6760,@cnbcfastmomey what price should I sell @apple for,neutral
6761,RT @qmatteoq: Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!,neutral
6762,"Amit Roy on how Maneck Dalal launched International. 
",neutral
6763,"Education rankings throw up surprises. 
",neutral
6764,"What to  men said when cops found carcass in car boot... 
",neutral
6765,Microsoft CEO Steve Ballmer confirms Nokia Windows Phone devices due next week http://t.co/rDTzumtZ #Microsoft #Nokia,neutral
6766,Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!,neutral
6767,"5-judge constitution bench to sit in May to decide on pleas relating to aspects of triple 2/2
",neutral
6768,#Google releases the latest version of #Android 4.0  #IceCreamSandwich http://t.co/fB7y5E1e,neutral
6769,"Liquor baron declared a proclaimed offender, on extradition warrant: Scotland Yard.
",neutral
6770,Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/Hfzf2cJe via @calumo,neutral
6771,Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art,neutral
6772,"#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails, even when the phone is locked!! http://t.co/0q5dLt22",neutral
6773,"Governor Vidayasagar Rao to meet new Legislature Party leader Edappadi K Palaniswami and others at 5.40pm.
",neutral
6774,#Android #Google Need Proof of Verizon’s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva,neutral
6775,"Delhi worried over silence of on  
",neutral
6776,RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...,neutral
6777,RT @SAPWorkSmarter: Tomorrow at #SAPTechEd Bangalore: #SAP & #Microsoft Building Apps for Both Worlds w #DuetEnterprise & #SAPGateway. h ...,neutral
6778,"At Balagarh in the dying art of 
",neutral
6779,A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/mnamu0xF,neutral
6780,how do you sync gmail contacts with your iphone? help please! @apple @gmail,neutral
6781,@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive,neutral
6782,"Scientists in Calcutta are tracing the building blocks of in space, says Prasun Chaudhuri. 
",neutral
6783,Brilliant (if you have a spare 12mins to watch): Have I Shared Too Much? http://t.co/tEwNhhUk #Twitter #LinkedIn #Facebook #in,neutral
6784,"ED finds leader Chhagan Bhujbal's connection with shell companies after conducting raids in and 
",neutral
6785,"how come when #google talks about their #android camera app it's boring, but when #apple does it's ZOMG!!!1",neutral
6786,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany,neutral
6787,"@thatstevegray done that buddy, just  surprised that there's no option from @apple & if you turn it back on it brings back the pics u delete",neutral
6788,What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock,neutral
6789,Installing the Ice Cream Sandwich SDK #android #google,neutral
6790,ok it is back @iphone @apple,neutral
6791,According to #twitter I have the same amount of followers as followees....#notgoingtolast,neutral
6792,"New phone is @apple, too bad im not going to get it till tommorrow, dont feel like driving to the mall AND GG is on tonight!!!",neutral
6793,"www.geoloco.tv - #Geoloco, future of tech, brands, ads in location revolution - 11-3 San Francisco - keynotes #Google, #Facebook, #Starbucks",neutral
6794,"BREAKING: Government forecasts 2016/17 growth at 7.1 percent 
",neutral
6795,Tap to focus and face recognition #ics #galaxynexus #google,neutral
6796,"yeah, @apple is updated!! planking photos, #lmaoo http://t.co/IusXJJDq",neutral
6797,Android 4.0 SDK now available #google #android http://t.co/P05YR6PC,neutral
6798,#Infosys kicks off its #cloud drive with #Microsoft partnership,neutral
6799,@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI,neutral
6800,#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva,neutral
6801,Microsoft turns your body into a touchscreen http://t.co/YE0NZy82 #Microsoft,neutral
6802,Goodnight #twitter see you in the morning for another #successful day!,neutral
6803,On Google+ then go here http://t.co/AwDFxDcI #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
6804,"The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales",neutral
6805,"RT @callmePinoc: RT @Crazy_Golfer: ""If you lose followers on #Twitter don't worry even Jesus lost followers"" ~Unknown #quote via @smqueue",neutral
6806,"@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens",neutral
6807,#SaturdayCute: Shit That #Siri Says. @Apple designers knew what people were going to ask the new digital assistant... http://t.co/Ecji1iIo,neutral
6808,bye bye #twitter ;),neutral
6809,"Personal-finance #security #startup @BillGuard raises $10mn from #KhoslaVentures, Peter Thiel’s @FoundersFund n #Google http://t.co/UdlOQFsA",neutral
6810,#twitter off :) good night for everybody !,neutral
6811,"RT @Capo_Young: ONE SERIOUS STATEMENT THO ! 
#Twitter BLOCKED the #Troy Davis #TT 
#Twitter was COOL w #AmberCole 
in my opinion .... BU ...",neutral
6812,"RT @KanvasKings: 1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!",neutral
6813,"#Google #Galaxy #Nexus, Miam !

http://t.co/8UpG3BOg",neutral
6814,"Thank you, me too. Looking forward to reviewing your book @WarrenWhitlock #twitter #authors #socialmedia",neutral
6815,Siri's Search Capabilities vs Google Voice Search on Android - Tested http://t.co/YKiFTufX #apple #google #voip,neutral
6816,"I Feel Like #Promoting Anyones #Twitter Page (♦MENTION ME IF YOU WANT TO GET #PROMOTED♦) [ #PromoteBack ]
#Followback",neutral
6817,#Measure your #Marketing.Get the FREE Analytics Campaign Tagger sheet for #Google #Analytics now! http://t.co/8WC3Y5kK,neutral
6818,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill,neutral
6819,Pinball FX2 offers free 'Paranormal' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2,neutral
6820,It tells you where to find your next drink. RT @RoycinD: What the fuck is a Barometer doing in a phone? Eh? #ICS #google #galaxynexus,neutral
6821,"RT @MSFTDynamicsERP: Time to learn, inspire and innovate at the #Microsoft Dynamics #AX2012  EMEA Tech Conference http://t.co/bzX4UE6K # ...",neutral
6822,#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/DAr3Ef5T #uncategorized,neutral
6823,"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
http://t.co/2hyurIiq
#stevejobstributecases
@ikaveri @iamsrk @apple",neutral
6824,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/eizExUn0",neutral
6825,"I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99, they release an 8GB one for $99???",neutral
6826,Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?,neutral
6827,If u say u 100% REAL all the time...KILL YOURSELF ASAP!..Everybody have their fake moments so don't Front for #Twitter -----_________-------,neutral
6828,FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR,neutral
6829,#Microsoft #Office: A #Shortcut To #Find Your #Microsoft #Office #Documents http://t.co/QojWxB50 via @ibad.info,neutral
6830,The lock screen now has facial recognition capability! #Google #Android #ICS,neutral
6831,#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @rudybren @chtvn @ulchky @anibalfreitas45,neutral
6832,Galaxy Nexus Promotion Video http://t.co/JIV8z67u #samsung #google #android #ics #smartphone,neutral
6833,"#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory
  http://t.co/BEj32s6a",neutral
6834,"RT @mattimooz: I'm at #microsoft and been served #cake for lunch, ok not just cake but its definitely involved. You live a good life @bennuk",neutral
6835,#microsoft @diggita Microsoft - Macro in Word 2007 (gerardopaolillo) http://t.co/O3M07opC,neutral
